274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,166,188,410,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,412,188,188,166,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,167,264,432,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,434,264,264,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,167,264,432,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,510,433,433,433,433,434,264,264,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,272,274,274,274,274,274,167,264,432,433,433,433,433,433,433,433,433,433,506,433,433,433,433,433,433,433,433,433,433,433,433,433,434,264,264,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,273,274,274,274,274,274,274,274,274,252,167,264,435,432,433,433,433,433,433,433,433,433,506,506,433,433,433,433,433,433,433,433,433,433,433,434,415,264,264,165,274,274,274,274,274,271,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,167,264,435,413,432,433,508,433,433,433,433,433,506,507,433,433,433,433,433,433,509,433,433,433,434,415,437,264,264,165,274,274,274,274,274,274,274,274,274
274,274,274,272,274,274,274,274,273,274,274,270,274,273,274,167,264,435,435,413,432,433,433,433,433,433,506,506,433,433,433,433,433,433,433,433,433,433,434,415,437,437,264,264,165,274,274,272,274,252,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,167,264,457,435,435,413,433,433,433,433,433,507,506,433,433,433,433,509,433,433,433,433,433,415,437,437,459,264,264,165,274,274,274,274,274,274,273,274,274
274,274,274,274,274,271,274,274,274,274,274,274,274,274,274,167,264,264,457,435,435,414,414,414,414,414,414,415,261,262,263,413,414,414,414,414,414,414,437,437,459,264,264,264,165,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,166,188,188,188,188,188,188,189,264,264,264,457,435,436,436,436,436,436,436,437,283,284,285,435,436,436,436,436,436,436,437,459,264,264,264,264,165,274,273,274,274,270,274,274,274,274
